,online_order,book_table,rate,votes,location,rest_type,cost_two,type,city,Beverages,Biryani,Cafe,Chinese,Continental,Desserts,Fast Food,Italian,North Indian,South Indian
23369,Yes,No,4,212,JP Nagar,Quick Bites,350,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,0,0
23370,Yes,No,4,55,JP Nagar,Quick Bites,200,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23371,Yes,No,4,117,JP Nagar,Quick Bites,150,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23374,No,No,4,138,JP Nagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,0
23375,No,No,3,231,JP Nagar,Dessert Parlor,800,Dine-out,JP Nagar,0,0,0,0,0,1,0,1,0,0
23380,No,No,4,140,JP Nagar,Quick Bites,300,Dine-out,JP Nagar,1,0,0,0,0,0,1,0,0,0
23382,No,No,4,25,JP Nagar,Quick Bites,200,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23449,Yes,No,4,153,JP Nagar,Food Court,400,Dine-out,JP Nagar,0,0,1,0,0,1,0,0,0,0
23454,Yes,No,4,62,JP Nagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,0
23456,Yes,Yes,5,2496,Bannerghatta Road,Pub,900,Dine-out,JP Nagar,0,0,0,0,0,0,0,1,1,0
23457,No,Yes,5,2075,Bannerghatta Road,Microbrewery,1200,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23457,No,Yes,5,2075,Bannerghatta Road, Casual Dining,1200,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23458,No,Yes,5,787,Bannerghatta Road,Casual Dining,1500,Dine-out,JP Nagar,0,0,0,0,0,0,0,1,0,0
23459,Yes,Yes,5,2241,Bannerghatta Road,Casual Dining,1200,Dine-out,JP Nagar,0,0,0,0,1,0,0,1,1,0
23459,Yes,Yes,5,2241,Bannerghatta Road, Bar,1200,Dine-out,JP Nagar,0,0,0,0,1,0,0,1,1,0
23460,No,Yes,5,966,Bannerghatta Road,Casual Dining,1000,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23460,No,Yes,5,966,Bannerghatta Road, Bar,1000,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23461,No,No,5,1292,Bannerghatta Road,Casual Dining,800,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,0,0
23462,Yes,Yes,5,1976,Bannerghatta Road,Casual Dining,1000,Dine-out,JP Nagar,0,1,0,1,0,0,1,0,1,0
23463,Yes,No,5,409,Bannerghatta Road,Casual Dining,1000,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23465,Yes,No,4,798,Bannerghatta Road,Casual Dining,550,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23466,No,No,4,500,Bannerghatta Road,Casual Dining,0,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23467,Yes,No,4,539,Bannerghatta Road,Casual Dining,800,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23469,Yes,Yes,5,1027,Bannerghatta Road,Casual Dining,1000,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23470,Yes,Yes,4,743,Bannerghatta Road,Casual Dining,800,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,1,0
23471,Yes,No,4,111,Bannerghatta Road,Casual Dining,800,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,0,0
23474,No,No,4,124,Bannerghatta Road,Cafe,500,Dine-out,JP Nagar,0,1,1,0,0,0,0,1,1,0
23475,Yes,No,4,50,Bannerghatta Road,Cafe,600,Dine-out,JP Nagar,0,0,1,0,0,0,0,0,0,0
23476,Yes,No,3,426,Bannerghatta Road,Casual Dining,400,Dine-out,JP Nagar,0,0,0,1,0,0,1,0,1,1
23477,Yes,No,4,101,Bannerghatta Road,Casual Dining,500,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23478,Yes,No,4,136,Bannerghatta Road,Casual Dining,500,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23480,Yes,Yes,4,551,Bannerghatta Road,Casual Dining,600,Dine-out,JP Nagar,0,0,0,1,0,0,1,0,1,0
23481,Yes,No,4,122,Bannerghatta Road,Quick Bites,500,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23484,No,No,3,107,Bannerghatta Road,Casual Dining,450,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23485,No,Yes,3,200,Bannerghatta Road,Casual Dining,1000,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23486,No,No,4,67,Bannerghatta Road,Casual Dining,600,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23487,No,No,3,80,Bannerghatta Road,Casual Dining,650,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23491,Yes,No,3,170,Bannerghatta Road,Casual Dining,600,Dine-out,JP Nagar,0,0,0,1,0,0,0,1,0,0
23492,No,No,4,66,Bannerghatta Road,Casual Dining,800,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23495,Yes,Yes,3,90,Bannerghatta Road,Casual Dining,800,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,1
23497,No,No,3,90,Bannerghatta Road,Casual Dining,750,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23506,No,No,3,291,Bannerghatta Road,Casual Dining,250,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23511,Yes,No,4,190,Bannerghatta Road,Dessert Parlor,400,Dine-out,JP Nagar,1,0,0,0,0,1,0,0,0,0
23515,No,No,4,50,Bannerghatta Road,Food Court,400,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23516,Yes,No,4,202,Bannerghatta Road,Quick Bites,250,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23521,Yes,No,4,146,Bannerghatta Road,Quick Bites,350,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23522,Yes,No,4,911,Bannerghatta Road,Quick Bites,600,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,0
23525,Yes,No,5,600,Bannerghatta Road,Quick Bites,400,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23528,Yes,No,4,188,Bannerghatta Road,Quick Bites,600,Dine-out,JP Nagar,1,0,0,0,0,0,1,0,0,0
23538,Yes,No,3,154,Bannerghatta Road,Quick Bites,600,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23540,Yes,No,4,95,Bannerghatta Road,Food Court,1100,Dine-out,JP Nagar,0,0,0,1,1,0,0,1,0,0
23541,No,No,4,56,Bannerghatta Road,Quick Bites,400,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,1
23555,Yes,No,4,51,Bannerghatta Road,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23574,Yes,No,3,158,Bannerghatta Road,Quick Bites,300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23582,Yes,No,4,178,Bannerghatta Road,Quick Bites,250,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23587,No,Yes,5,6404,BTM,Casual Dining,1600,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23588,No,No,5,2486,Jayanagar,Casual Dining,450,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,0,1
23589,No,Yes,5,538,Jayanagar,Casual Dining,1100,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23590,Yes,Yes,5,1265,Jayanagar,Casual Dining,800,Dine-out,JP Nagar,1,0,1,0,0,0,0,0,0,0
23590,Yes,Yes,5,1265,Jayanagar, Cafe,800,Dine-out,JP Nagar,1,0,1,0,0,0,0,0,0,0
23591,Yes,Yes,5,1247,Jayanagar,Casual Dining,1000,Dine-out,JP Nagar,0,0,0,0,0,0,0,1,1,0
23592,No,Yes,5,1154,BTM,Casual Dining,1100,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23592,No,Yes,5,1154,BTM, Bar,1100,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23593,No,Yes,5,1246,Jayanagar,Casual Dining,1000,Dine-out,JP Nagar,0,0,0,1,0,0,0,1,0,0
23593,No,Yes,5,1246,Jayanagar, Bar,1000,Dine-out,JP Nagar,0,0,0,1,0,0,0,1,0,0
23594,Yes,No,4,74,Jayanagar,Casual Dining,800,Dine-out,JP Nagar,0,0,0,1,1,0,0,1,0,0
23596,Yes,Yes,5,177,Jayanagar,Casual Dining,800,Dine-out,JP Nagar,1,0,0,0,1,1,0,0,0,0
23597,No,No,5,713,Jayanagar,Cafe,500,Dine-out,JP Nagar,0,0,1,0,0,0,0,0,0,0
23598,Yes,No,5,1972,Jayanagar,Casual Dining,800,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23599,Yes,No,4,684,Jayanagar,Casual Dining,650,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23600,Yes,Yes,5,1080,Jayanagar,Casual Dining,1000,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23601,Yes,Yes,5,885,Jayanagar,Casual Dining,1700,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23603,Yes,No,5,181,Jayanagar,Beverage Shop,250,Dine-out,JP Nagar,1,0,0,0,0,0,0,0,0,0
23604,Yes,Yes,5,367,Jayanagar,Casual Dining,1200,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23605,No,No,4,205,BTM,Casual Dining,550,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,1,0
23606,No,Yes,4,570,Jayanagar,Casual Dining,800,Dine-out,JP Nagar,0,0,0,1,1,0,0,1,1,0
23607,No,No,5,710,Jayanagar,Cafe,850,Dine-out,JP Nagar,0,0,1,0,0,0,0,0,0,0
23608,Yes,Yes,4,362,Jayanagar,Casual Dining,600,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23609,Yes,No,4,367,BTM,Casual Dining,600,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23610,Yes,No,4,137,Jayanagar,Quick Bites,350,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,1
23611,Yes,No,4,136,BTM,Casual Dining,500,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23613,Yes,No,5,464,BTM,Cafe,500,Dine-out,JP Nagar,0,0,1,1,1,0,0,1,0,0
23614,Yes,No,4,210,Kumaraswamy Layout,Casual Dining,600,Dine-out,JP Nagar,0,0,0,1,0,0,1,0,1,0
23615,Yes,Yes,5,553,Jayanagar,Casual Dining,900,Dine-out,JP Nagar,0,0,0,0,0,0,0,1,0,0
23616,Yes,No,4,247,BTM,Quick Bites,400,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23617,Yes,No,4,958,Jayanagar,Quick Bites,500,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,1,0
23618,Yes,Yes,5,176,Jayanagar,Casual Dining,500,Dine-out,JP Nagar,1,0,0,1,0,0,0,0,1,1
23619,Yes,No,5,130,Jayanagar,Cafe,650,Dine-out,JP Nagar,0,0,1,0,0,0,0,1,0,0
23620,Yes,No,4,232,Jayanagar,Casual Dining,600,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23621,Yes,No,5,295,BTM,Casual Dining,700,Dine-out,JP Nagar,0,1,0,1,0,0,1,0,0,0
23624,Yes,No,4,115,BTM,Casual Dining,550,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23626,Yes,No,5,166,Jayanagar,Quick Bites,400,Dine-out,JP Nagar,0,1,0,0,0,0,1,0,0,0
23627,No,Yes,4,151,Jayanagar,Lounge,1350,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23628,Yes,Yes,4,584,Jayanagar,Casual Dining,1200,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,1,0
23629,Yes,No,4,808,Kumaraswamy Layout,Casual Dining,500,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23630,Yes,No,5,465,BTM,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23632,Yes,No,5,381,BTM,Quick Bites,250,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23634,Yes,No,4,80,Jayanagar,Casual Dining,750,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23635,Yes,No,4,91,Jayanagar,Cafe,300,Dine-out,JP Nagar,0,0,1,1,0,0,1,0,0,0
23636,Yes,No,5,450,Jayanagar,Cafe,400,Dine-out,JP Nagar,1,0,1,0,0,0,1,0,0,0
23637,Yes,No,4,310,Jayanagar,Cafe,750,Dine-out,JP Nagar,0,0,1,0,1,0,0,0,0,0
23638,Yes,Yes,4,205,Jayanagar,Pub,1000,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,0,0
23640,Yes,No,5,303,Jayanagar,Quick Bites,200,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23641,No,No,5,424,Jayanagar,Quick Bites,100,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23643,Yes,No,4,42,Banashankari,Quick Bites,300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23646,No,No,4,46,Jayanagar,Cafe,400,Dine-out,JP Nagar,0,0,1,0,0,0,0,0,0,0
23648,Yes,No,4,158,Jayanagar,Casual Dining,700,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23649,Yes,No,4,108,Jayanagar,Quick Bites,500,Dine-out,JP Nagar,1,0,0,0,0,0,0,0,0,0
23651,No,No,5,163,Jayanagar,Quick Bites,200,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,0
23652,Yes,No,4,315,Jayanagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23653,Yes,No,4,126,Jayanagar,Quick Bites,400,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23655,No,No,4,160,BTM,Quick Bites,150,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23655,No,No,4,160,BTM, Sweet Shop,150,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23657,Yes,No,4,212,Jayanagar,Casual Dining,500,Dine-out,JP Nagar,1,0,0,0,0,0,1,0,0,0
23659,Yes,No,4,476,BTM,Quick Bites,450,Dine-out,JP Nagar,0,0,0,1,0,0,1,0,1,0
23660,Yes,No,4,133,Jayanagar,Casual Dining,700,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23662,Yes,No,4,199,BTM,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23665,Yes,No,4,109,BTM,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23668,No,No,3,84,BTM,Casual Dining,500,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23669,Yes,No,4,140,BTM,Casual Dining,600,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23673,No,No,4,37,Jayanagar,Quick Bites,200,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23680,Yes,No,4,184,BTM,Quick Bites,400,Dine-out,JP Nagar,0,0,0,1,0,0,1,0,1,0
23684,Yes,No,4,288,Kumaraswamy Layout,Quick Bites,500,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23686,No,No,4,30,BTM,Casual Dining,500,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23687,No,No,4,29,BTM,Casual Dining,500,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23688,Yes,No,4,97,Kumaraswamy Layout,Quick Bites,400,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23689,Yes,No,4,221,BTM,Sweet Shop,400,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23689,Yes,No,4,221,BTM, Quick Bites,400,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23690,Yes,No,4,282,Jayanagar,Casual Dining,800,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,1,0
23696,Yes,No,4,61,BTM,Quick Bites,300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23698,Yes,No,4,135,Jayanagar,Quick Bites,350,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,0
23699,No,No,4,58,BTM,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23700,No,No,4,41,BTM,Bakery,200,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23700,No,No,4,41,BTM, Quick Bites,200,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23702,Yes,No,4,177,BTM,Quick Bites,500,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23703,Yes,No,4,195,BTM,Quick Bites,400,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23706,No,No,4,144,Kumaraswamy Layout,Cafe,550,Dine-out,JP Nagar,0,0,1,1,0,0,0,0,0,0
23708,Yes,No,4,254,BTM,Casual Dining,550,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23709,Yes,No,3,61,BTM,Cafe,650,Dine-out,JP Nagar,0,0,1,0,0,0,0,0,0,0
23710,Yes,No,4,614,BTM,Cafe,600,Dine-out,JP Nagar,0,0,1,1,0,0,0,1,0,0
23711,Yes,No,4,247,Jayanagar,Cafe,400,Dine-out,JP Nagar,0,0,1,0,1,0,0,1,0,0
23712,Yes,No,4,128,Kumaraswamy Layout,Casual Dining,500,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,1
23714,Yes,No,4,358,BTM,Quick Bites,400,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23716,Yes,No,4,71,BTM,Quick Bites,350,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23733,Yes,No,4,113,BTM,Beverage Shop,250,Dine-out,JP Nagar,1,0,0,0,0,0,1,0,0,0
23733,Yes,No,4,113,BTM, Quick Bites,250,Dine-out,JP Nagar,1,0,0,0,0,0,1,0,0,0
23738,No,No,4,41,BTM,Casual Dining,450,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,1,0
23748,Yes,No,4,68,Jayanagar,Quick Bites,550,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23773,Yes,No,3,42,BTM,Quick Bites,250,Dine-out,JP Nagar,0,0,0,1,0,0,1,0,1,1
23774,Yes,No,3,132,BTM,Quick Bites,300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23794,Yes,No,4,75,Jayanagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23801,Yes,No,4,245,Kumaraswamy Layout,Quick Bites,300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23802,No,Yes,4,176,Jayanagar,Casual Dining,1350,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23804,No,No,4,93,Jayanagar,Casual Dining,900,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23806,Yes,No,3,57,Jayanagar,Quick Bites,400,Dine-out,JP Nagar,1,0,0,0,0,0,1,0,1,0
23809,Yes,No,4,166,Jayanagar,Quick Bites,400,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23811,No,No,4,167,Jayanagar,Cafe,400,Dine-out,JP Nagar,1,0,1,0,0,0,1,0,0,0
23814,Yes,No,4,241,Kumaraswamy Layout,Quick Bites,300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23818,Yes,Yes,4,488,BTM,Cafe,700,Dine-out,JP Nagar,0,0,1,1,1,0,0,0,1,0
23819,Yes,No,4,438,BTM,Casual Dining,650,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23821,Yes,No,3,258,BTM,Quick Bites,250,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23825,No,Yes,5,1246,Jayanagar,Casual Dining,1000,Drinks & nightlife,JP Nagar,0,0,0,1,0,0,0,1,0,0
23825,No,Yes,5,1246,Jayanagar, Bar,1000,Drinks & nightlife,JP Nagar,0,0,0,1,0,0,0,1,0,0
23826,No,Yes,4,1779,JP Nagar,Bar,1300,Drinks & nightlife,JP Nagar,0,0,0,1,0,0,0,0,1,0
23827,No,No,5,680,JP Nagar,Microbrewery,1500,Drinks & nightlife,JP Nagar,0,0,0,0,1,0,0,0,0,0
23830,No,No,5,2800,JP Nagar,Casual Dining,1200,Drinks & nightlife,JP Nagar,0,0,0,1,0,0,0,0,1,0
23830,No,No,5,2800,JP Nagar, Bar,1200,Drinks & nightlife,JP Nagar,0,0,0,1,0,0,0,0,1,0
23831,Yes,Yes,5,4321,JP Nagar,Microbrewery,1600,Drinks & nightlife,JP Nagar,0,0,0,0,1,0,0,0,0,0
23832,Yes,Yes,5,2206,JP Nagar,Pub,1200,Drinks & nightlife,JP Nagar,0,0,0,1,1,0,0,0,1,0
23832,Yes,Yes,5,2206,JP Nagar, Casual Dining,1200,Drinks & nightlife,JP Nagar,0,0,0,1,1,0,0,0,1,0
23833,No,Yes,4,720,JP Nagar,Pub,1500,Drinks & nightlife,JP Nagar,0,0,0,1,1,0,0,0,1,0
23833,No,Yes,4,720,JP Nagar, Casual Dining,1500,Drinks & nightlife,JP Nagar,0,0,0,1,1,0,0,0,1,0
23834,Yes,Yes,5,590,JP Nagar,Casual Dining,1200,Drinks & nightlife,JP Nagar,0,0,0,1,1,0,0,0,1,0
23834,Yes,Yes,5,590,JP Nagar, Bar,1200,Drinks & nightlife,JP Nagar,0,0,0,1,1,0,0,0,1,0
23835,No,Yes,5,1195,JP Nagar,Casual Dining,1200,Drinks & nightlife,JP Nagar,0,0,0,0,1,0,0,1,0,0
23835,No,Yes,5,1195,JP Nagar, Pub,1200,Drinks & nightlife,JP Nagar,0,0,0,0,1,0,0,1,0,0
23836,Yes,Yes,4,1016,JP Nagar,Pub,1300,Drinks & nightlife,JP Nagar,0,0,0,1,1,0,0,0,0,0
23836,Yes,Yes,4,1016,JP Nagar, Bar,1300,Drinks & nightlife,JP Nagar,0,0,0,1,1,0,0,0,0,0
23837,Yes,Yes,5,1405,JP Nagar,Casual Dining,1100,Drinks & nightlife,JP Nagar,0,0,0,0,1,0,0,0,1,0
23837,Yes,Yes,5,1405,JP Nagar, Pub,1100,Drinks & nightlife,JP Nagar,0,0,0,0,1,0,0,0,1,0
23838,Yes,Yes,5,847,JP Nagar,Casual Dining,1100,Drinks & nightlife,JP Nagar,0,0,0,0,1,0,0,1,0,0
23838,Yes,Yes,5,847,JP Nagar, Bar,1100,Drinks & nightlife,JP Nagar,0,0,0,0,1,0,0,1,0,0
23839,Yes,No,4,914,JP Nagar,Bar,1000,Drinks & nightlife,JP Nagar,0,0,0,1,0,0,0,0,1,0
23841,No,No,4,97,JP Nagar,Casual Dining,1100,Drinks & nightlife,JP Nagar,0,0,0,0,0,0,0,0,0,1
23841,No,No,4,97,JP Nagar, Bar,1100,Drinks & nightlife,JP Nagar,0,0,0,0,0,0,0,0,0,1
23844,Yes,Yes,5,2496,Bannerghatta Road,Pub,900,Drinks & nightlife,JP Nagar,0,0,0,0,0,0,0,1,1,0
23845,Yes,Yes,5,2241,Bannerghatta Road,Casual Dining,1200,Drinks & nightlife,JP Nagar,0,0,0,0,1,0,0,1,1,0
23845,Yes,Yes,5,2241,Bannerghatta Road, Bar,1200,Drinks & nightlife,JP Nagar,0,0,0,0,1,0,0,1,1,0
23846,No,Yes,5,1154,BTM,Casual Dining,1100,Drinks & nightlife,JP Nagar,0,0,0,0,0,0,0,0,1,0
23846,No,Yes,5,1154,BTM, Bar,1100,Drinks & nightlife,JP Nagar,0,0,0,0,0,0,0,0,1,0
23847,No,Yes,4,151,Jayanagar,Lounge,1350,Drinks & nightlife,JP Nagar,0,0,0,0,0,0,0,0,1,0
23848,No,Yes,5,1502,Kalyan Nagar,Casual Dining,1400,Buffet,Kalyan Nagar,0,0,0,0,0,0,0,0,1,0
23849,No,Yes,5,1099,Kalyan Nagar,Casual Dining,1400,Buffet,Kalyan Nagar,0,0,0,0,0,0,0,0,1,0
23849,No,Yes,5,1099,Kalyan Nagar, Bar,1400,Buffet,Kalyan Nagar,0,0,0,0,0,0,0,0,1,0
23850,No,Yes,5,1132,Kalyan Nagar,Casual Dining,1600,Buffet,Kalyan Nagar,0,0,0,0,0,0,0,0,1,0
23851,Yes,Yes,5,1228,Kalyan Nagar,Casual Dining,800,Buffet,Kalyan Nagar,1,1,0,0,0,0,0,0,1,1
23852,Yes,Yes,5,347,Kalyan Nagar,Casual Dining,600,Buffet,Kalyan Nagar,0,1,0,1,0,0,0,0,0,0
23853,Yes,Yes,5,473,Kalyan Nagar,Casual Dining,750,Buffet,Kalyan Nagar,0,0,0,0,0,0,0,0,0,1
23854,Yes,Yes,5,405,Kalyan Nagar,Casual Dining,1500,Buffet,Kalyan Nagar,0,0,0,0,0,0,0,1,0,0
23855,Yes,No,4,311,Kalyan Nagar,Casual Dining,800,Buffet,Kalyan Nagar,0,0,0,1,1,0,0,0,1,0
23856,Yes,Yes,4,399,Kalyan Nagar,Casual Dining,1000,Buffet,Kalyan Nagar,0,0,0,1,0,0,0,0,1,0
23857,No,No,5,111,Kammanahalli,Casual Dining,1400,Buffet,Kalyan Nagar,0,0,0,0,0,0,0,0,0,0
23858,Yes,No,4,3128,Kammanahalli,Casual Dining,750,Buffet,Kalyan Nagar,0,0,0,1,0,0,0,0,1,1
23859,Yes,Yes,5,840,Kammanahalli,Cafe,800,Cafes,Kalyan Nagar,1,0,1,0,0,1,0,1,0,0
23860,No,No,5,1181,Kalyan Nagar,Cafe,900,Cafes,Kalyan Nagar,0,0,1,0,0,0,0,0,0,0
23860,No,No,5,1181,Kalyan Nagar, Casual Dining,900,Cafes,Kalyan Nagar,0,0,1,0,0,0,0,0,0,0
23861,Yes,Yes,5,559,Kalyan Nagar,Cafe,1200,Cafes,Kalyan Nagar,0,0,1,0,1,0,0,1,0,0
23862,Yes,No,5,399,Kalyan Nagar,Dessert Parlor,700,Cafes,Kalyan Nagar,1,0,1,0,0,1,0,1,0,0
23862,Yes,No,5,399,Kalyan Nagar, Cafe,700,Cafes,Kalyan Nagar,1,0,1,0,0,1,0,1,0,0
23863,Yes,Yes,5,577,Kalyan Nagar,Cafe,700,Cafes,Kalyan Nagar,0,0,1,0,0,0,0,1,0,0
23864,No,No,5,167,Kalyan Nagar,Cafe,500,Cafes,Kalyan Nagar,0,0,1,0,0,0,0,0,0,0
23866,No,No,4,92,Kalyan Nagar,Cafe,700,Cafes,Kalyan Nagar,0,0,1,0,0,0,0,0,0,0
23869,No,No,4,241,Kalyan Nagar,Cafe,600,Cafes,Kalyan Nagar,0,0,1,0,1,0,0,1,0,0
23870,Yes,No,5,172,Kalyan Nagar,Cafe,700,Cafes,Kalyan Nagar,0,0,0,0,1,0,0,0,0,0
23871,Yes,No,5,274,Kalyan Nagar,Cafe,900,Cafes,Kalyan Nagar,0,0,1,0,1,0,0,0,1,0
23872,No,No,4,110,Kalyan Nagar,Casual Dining,700,Cafes,Kalyan Nagar,0,0,1,1,0,1,0,0,1,0
23872,No,No,4,110,Kalyan Nagar, Cafe,700,Cafes,Kalyan Nagar,0,0,1,1,0,1,0,0,1,0
23874,Yes,No,4,46,Kalyan Nagar,Cafe,500,Cafes,Kalyan Nagar,0,0,1,0,0,0,0,0,0,0
23875,Yes,No,4,140,Kalyan Nagar,Cafe,650,Cafes,Kalyan Nagar,0,0,1,0,1,0,0,1,0,0
23876,Yes,No,4,56,Kalyan Nagar,Cafe,650,Cafes,Kalyan Nagar,0,0,1,0,0,0,0,0,0,0
